,ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Nonzero
24871,F00065475,1132,0,1,2,20,28.0,10,2,7
24872,F00065477,1132,0,1,2,20,35.0,7,2,7
24873,F00065480,1132,0,1,2,25,32.0,8,3,7
24874,F00065481,1132,0,1,2,25,34.0,7,1,7
24875,F00065483,1132,0,1,2,30,30.0,12,1,7
24876,F00065488,1132,0,1,2,35,20.0,17,2,7
24877,F00065489,1132,0,1,2,35,25.0,14,2,7
24878,F00065493,1132,0,1,2,40,18.0,24,1,7
24879,F00065494,1132,0,1,2,40,19.0,23,2,7
24880,F00065496,1132,0,1,2,40,26.0,22,2,7
24881,F00065507,1132,0,1,2,50,30.0,13,3,7
24882,F00065508,1132,0,1,2,60,16.0,21,2,7
24883,F00065511,1132,0,1,2,60,36.0,9,2,7
24884,F00065512,1132,0,1,2,80,37.0,3,2,7
24885,F00065517,1132,0,1,2,40,37.0,8,1,7
24886,F00065518,1132,0,1,2,20,38.0,1,2,7
24887,F00065521,1212,0,1,2,5,,14,1,7
24888,F00065522,1212,0,1,2,10,,29,2,7
24889,F00065524,1212,0,1,2,10,22.0,20,2,7
24890,F00065527,1212,0,1,2,15,9.0,20,2,7
24891,F00065529,1212,0,1,2,15,12.0,23,3,7
24892,F00065530,1212,0,1,2,15,15.0,24,2,7
24893,F00065531,1212,0,1,2,15,24.0,17,2,7
24894,F00065535,1212,0,1,2,20,14.0,23,2,7
24895,F00065536,1212,0,1,2,20,15.0,29,2,7
24896,F00065538,1212,0,1,2,20,18.0,23,2,7
24897,F00065541,1212,0,1,2,20,25.0,14,3,7
24898,F00065542,1212,0,1,2,20,26.0,17,2,7
24899,F00065545,1212,0,1,2,25,,21,2,7
24900,F00065555,1212,0,1,2,40,,14,1,7
24901,F00065556,1212,0,1,2,40,37.0,4,2,7
24902,F00065559,1212,0,1,2,50,36.0,9,3,7
24903,F00065561,1212,0,1,2,60,36.0,5,1,7
24904,F00065563,1212,0,1,2,20,32.0,9,3,7
24905,F00065566,1297,0,1,2,25,34.0,12,2,7
24906,F00065569,1296,0,1,2,5,,10,2,7
24907,F00065570,1296,0,1,2,5,30.0,5,2,7
24908,F00065571,1296,0,1,2,10,7.0,3,1,7
24909,F00065573,1297,0,1,2,10,17.0,27,3,7
24910,F00065577,1297,0,1,2,10,,10,3,7
24911,F00065579,1296,0,1,2,10,39.0,4,3,7
24912,F00065582,1297,0,1,2,15,9.0,30,1,7
24913,F00065591,1296,0,1,2,20,24.0,17,2,7
24914,F00065592,1296,0,1,2,20,28.0,12,1,7
24915,F00065598,1296,0,1,2,25,20.0,20,1,7
24916,F00065600,1297,0,1,2,25,34.0,10,2,7
24917,F00065606,1296,0,1,2,40,12.0,29,2,7
24918,F00065610,1296,0,1,2,45,23.0,14,1,7
24919,F00065614,1296,0,1,2,60,33.0,15,1,7
24920,F00065617,1296,0,1,2,20,39.0,5,2,7
24921,F00065621,1297,0,1,2,50,20.0,20,3,7
24922,F00065622,1385,0,1,2,5,33.0,13,2,7
24923,F00065623,1385,0,1,2,10,11.0,31,1,7
24924,F00065630,1385,0,1,2,10,41.0,4,2,7
24925,F00065633,1385,0,1,2,20,21.0,17,2,7
24926,F00065634,1385,0,1,2,20,21.0,23,1,7
24927,F00065635,1385,0,1,2,20,23.0,22,2,7
24928,F00065636,1385,0,1,2,20,25.0,9,2,7
24929,F00065637,1385,0,1,2,20,,12,1,7
24930,F00065639,1385,0,1,2,20,35.0,4,2,7
24931,F00065640,1385,0,1,2,20,35.0,5,2,7
24932,F00065641,1385,0,1,2,20,37.0,2,2,7
24933,F00065642,1385,0,1,2,20,,4,3,7
24934,F00065644,1385,0,1,2,20,45.0,8,1,7
24935,F00065645,1385,0,1,2,25,8.0,26,3,7
24936,F00065648,1385,0,1,2,30,12.0,28,1,7
24937,F00065650,1385,0,1,2,30,25.0,20,2,7
24938,F00065652,1385,0,1,2,30,27.0,15,1,7
24939,F00065653,1385,0,1,2,30,28.0,15,3,7
24940,F00065657,1385,0,1,2,30,37.0,6,2,7
24941,F00065659,1385,0,1,2,40,7.0,28,2,7
24942,F00065660,1385,0,1,2,40,16.0,24,3,7
24943,F00065664,1385,0,1,2,40,,4,1,7
24944,F00065674,1385,0,1,2,20,40.0,6,2,7
24945,F00065676,1385,0,1,2,20,27.0,20,2,7
24946,F00065677,1385,0,1,2,30,20.0,15,2,7
24947,F00065680,1385,0,1,2,40,18.0,21,3,7
24948,F00065684,1478,0,1,2,10,16.0,28,2,7
24949,F00065685,1478,0,1,2,10,18.0,30,1,7
24950,F00065686,1478,0,1,2,10,30.0,5,3,7
24951,F00065688,1478,0,1,2,15,17.0,25,2,7
24952,F00065693,1478,0,1,2,20,11.0,32,1,7
24953,F00065696,1478,0,1,2,20,21.0,4,2,7
24954,F00065697,1478,0,1,2,20,,19,2,7
24955,F00065698,1478,0,1,2,20,26.0,19,3,7
24956,F00065699,1478,0,1,2,20,26.0,20,1,7
24957,F00065700,1478,0,1,2,20,30.0,12,2,7
24958,F00065703,1478,0,1,2,30,23.0,23,1,7
24959,F00065704,1478,0,1,2,30,26.0,15,1,7
24960,F00065705,1478,0,1,2,30,42.0,5,2,7
24961,F00065707,1478,0,1,2,30,46.0,0,3,6
24962,F00065708,1478,0,1,2,35,13.0,20,2,7
24963,F00065712,1478,0,1,2,40,,14,2,7
24964,F00065721,1478,0,1,2,60,32.0,17,1,7
24965,F00065722,1478,0,1,2,20,22.0,25,2,7
24966,F00065723,1478,0,1,2,30,42.0,5,2,7
24967,F00065726,1576,0,1,2,5,6.0,33,2,7
24968,F00065728,1576,0,1,2,10,13.0,27,2,7
24969,F00065729,1575,0,1,2,10,23.0,18,3,7
24970,F00065735,1575,0,1,2,20,20.0,28,2,7
24971,F00065736,1576,0,1,2,20,21.0,17,3,7
24972,F00065737,1576,0,1,2,20,25.0,22,2,7
24973,F00065740,1576,0,1,2,20,35.0,0,1,6
24974,F00065741,1576,0,1,2,20,35.0,7,2,7
24975,F00065743,1576,0,1,2,25,12.0,30,2,7
24976,F00065745,1576,0,1,2,25,41.0,2,2,7
24977,F00065750,1576,0,1,2,30,40.0,1,2,7
24978,F00065752,1576,0,1,2,35,26.0,21,1,7
24979,F00065755,1576,0,1,2,40,43.0,5,2,7
24980,F00065756,1575,0,1,2,50,19.0,6,2,7
24981,F00065759,1576,0,1,2,50,,20,1,7
24982,F00065766,1576,0,1,2,50,22.0,21,3,7
24983,F00065768,1678,0,1,2,10,5.0,32,2,7
24984,F00065769,1678,0,1,2,10,20.0,23,3,7
24985,F00065772,1678,0,1,2,10,34.0,12,3,7
24986,F00065773,1678,0,1,2,15,15.0,29,2,7
24987,F00065774,1678,0,1,2,15,,13,1,7
24988,F00065776,1678,0,1,2,20,16.0,29,3,7
24989,F00065783,1678,0,1,2,30,27.0,21,3,7
24990,F00065785,1678,0,1,2,30,44.0,0,1,6
24991,F00065791,1678,0,1,2,40,33.0,12,2,7
24992,F00065794,1678,0,1,2,40,40.0,14,1,7
24993,F00065799,1678,0,1,2,60,34.0,14,2,7
24994,F00065801,1678,0,1,2,60,40.0,6,1,7
24995,F00065802,1678,0,1,2,70,43.0,5,3,7
24996,F00065803,1678,0,1,2,80,21.0,27,1,7
24997,F00065804,1678,0,1,2,20,28.0,14,2,7
24998,F00065805,1678,0,1,2,20,32.0,14,1,7
24999,F00065807,1678,0,1,2,40,32.0,16,1,7
25000,F00065808,1785,0,1,2,20,,13,2,7
25001,F00065815,1786,0,1,2,10,42.0,5,2,7
25002,F00065823,1786,0,1,2,20,37.0,13,3,7
25003,F00065831,1786,0,1,2,30,37.0,9,2,7
25004,F00065835,1785,0,1,2,40,20.0,16,2,7
25005,F00065837,1785,0,1,2,40,31.0,7,2,7
25006,F00065841,1785,0,1,2,45,35.0,15,1,7
25007,F00065843,1786,0,1,2,60,29.0,20,2,7
25008,F00065844,1785,0,1,2,60,30.0,16,2,7
25009,F00065847,1785,0,1,2,60,42.0,2,2,7
25010,F00065852,1785,0,1,2,20,26.0,21,2,7
25011,F00065854,1785,0,1,2,25,38.0,7,3,7
25012,F00065856,1898,0,1,2,5,31.0,11,1,7
25013,F00065858,1898,0,1,2,10,5.0,36,2,7
25014,F00065862,1898,0,1,2,10,31.0,7,1,7
25015,F00065869,1898,0,1,2,15,,12,1,7
25016,F00065871,1898,0,1,2,20,6.0,33,1,7
25017,F00065874,1898,0,1,2,20,21.0,28,2,7
25018,F00065875,1898,0,1,2,20,22.0,26,2,7
25019,F00065876,1898,0,1,2,20,24.0,18,3,7
25020,F00065878,1898,0,1,2,20,25.0,21,2,7
25021,F00065881,1898,0,1,2,20,33.0,21,2,7
25022,F00065884,1898,0,1,2,20,37.0,15,3,7
25023,F00065887,1898,0,1,2,30,13.0,34,1,7
25024,F00065888,1898,0,1,2,30,20.0,29,1,7
25025,F00065890,1898,0,1,2,30,34.0,16,3,7
25026,F00065891,1898,0,1,2,30,34.0,17,3,7
25027,F00065893,1898,0,1,2,40,25.0,20,3,7
25028,F00065897,1898,0,1,2,40,,5,3,7
25029,F00065902,1898,0,1,2,60,30.0,16,1,7
25030,F00065904,1898,0,1,2,25,39.0,9,3,7
25031,F00065905,1898,0,1,2,60,24.0,26,2,7
25032,F00065906,1898,0,1,2,40,26.0,19,1,7
25033,F00065909,1898,0,1,2,40,27.0,12,1,7
25034,F00065911,1898,0,1,2,20,30.0,21,3,7
25035,F00065913,2016,0,1,2,20,44.0,7,3,7
25036,F00065915,2015,0,1,2,10,22.0,25,1,7
25037,F00065919,2016,0,1,2,10,52.0,5,2,7
25038,F00065925,2015,0,1,2,20,21.0,20,3,7
25039,F00065926,2015,0,1,2,20,26.0,24,1,7
25040,F00065929,2016,0,1,2,30,19.0,27,3,7
25041,F00065934,2015,0,1,2,30,35.0,14,2,7
25042,F00065938,2015,0,1,2,40,21.0,30,3,7
25043,F00065942,2015,0,1,2,40,41.0,5,1,7
25044,F00065952,2139,0,1,2,5,29.0,9,2,7
25045,F00065955,2139,0,1,2,10,22.0,25,2,7
25046,F00065956,2138,0,1,2,10,48.0,3,1,7
25047,F00065958,2139,0,1,2,15,41.0,11,1,7
25048,F00065959,2139,0,1,2,20,8.0,38,2,7
25049,F00065960,2139,0,1,2,20,13.0,34,2,7
25050,F00065961,2138,0,1,2,20,19.0,25,3,7
25051,F00065962,2139,0,1,2,20,19.0,30,3,7
25052,F00065965,2139,0,1,2,20,42.0,3,2,7
25053,F00065969,2138,0,1,2,30,,22,3,7
25054,F00065971,2138,0,1,2,30,35.0,13,1,7
25055,F00065975,2139,0,1,2,40,42.0,10,1,7
25056,F00065983,2267,0,1,2,5,18.0,27,1,7
25057,F00065985,2267,0,1,2,5,26.0,24,3,7
25058,F00065988,2267,0,1,2,10,29.0,19,3,7
25059,F00065989,2267,0,1,2,10,30.0,18,2,7
25060,F00065991,2267,0,1,2,10,41.0,14,2,7
25061,F00065992,2267,0,1,2,10,44.0,5,2,7
25062,F00065993,2267,0,1,2,15,13.0,38,2,7
25063,F00065994,2267,0,1,2,15,20.0,31,2,7
25064,F00065996,2267,0,1,2,20,22.0,24,2,7
25065,F00065997,2267,0,1,2,20,24.0,29,3,7
25066,F00066000,2267,0,1,2,20,41.0,6,2,7
25067,F00066002,2267,0,1,2,20,48.0,3,2,7
25068,F00066003,2267,0,1,2,20,48.0,6,2,7
25069,F00066005,2267,0,1,2,30,,26,1,7
25070,F00066006,2267,0,1,2,30,33.0,15,2,7
25071,F00066007,2267,0,1,2,30,34.0,21,2,7
25072,F00066011,2267,0,1,2,40,24.0,31,2,7
25073,F00066012,2267,0,1,2,40,42.0,4,2,7
25074,F00066019,2401,0,1,2,20,42.0,10,2,7
25075,F00066023,2402,0,1,2,5,48.0,4,2,7
25076,F00066027,2401,0,1,2,10,40.0,10,3,7
25077,F00066029,2401,0,1,2,10,50.0,6,2,7
25078,F00066031,2401,0,1,2,20,31.0,20,1,7
25079,F00066038,2401,0,1,2,25,37.0,16,3,7
25080,F00066040,2401,0,1,2,30,17.0,35,2,7
25081,F00066041,2401,0,1,2,30,39.0,16,2,7
25082,F00066042,2402,0,1,2,30,,8,2,7
25083,F00066043,2402,0,1,2,35,25.0,30,1,7
25084,F00066044,2401,0,1,2,40,29.0,16,3,7
25085,F00066047,2401,0,1,2,50,20.0,30,2,7
25086,F00066048,2402,0,1,2,50,39.0,17,3,7
25087,F00066050,2402,0,1,2,25,26.0,31,1,7
25088,F00066053,2402,0,1,2,5,10.0,13,1,7
25089,F00066054,2401,0,1,2,10,19.0,40,1,7
25090,F00066058,2542,0,1,2,10,,39,2,7
25091,F00066065,2542,0,1,2,20,27.0,26,1,7
25092,F00066069,2542,0,1,2,20,30.0,16,2,7
25093,F00066072,2541,0,1,2,20,49.0,5,3,7
25094,F00066076,2541,0,1,2,30,46.0,8,2,7
25095,F00066078,2542,0,1,2,30,50.0,1,1,7
25096,F00066082,2541,0,1,2,60,33.0,20,1,7
25097,F00066083,2541,0,1,2,40,41.0,13,2,7
25098,F00066085,2541,0,1,2,25,40.0,14,1,7
25099,F00066088,2542,0,1,2,20,18.0,33,2,7
25100,F00066090,2541,0,1,2,20,30.0,16,3,7
25101,F00066093,2688,0,1,2,15,14.0,40,2,7
25102,F00066094,2687,0,1,2,15,23.0,22,3,7
25103,F00066096,2688,0,1,2,20,8.0,37,1,7
25104,F00066098,2688,0,1,2,20,22.0,27,1,7
25105,F00066104,2688,0,1,2,20,30.0,4,2,7
25106,F00066108,2688,0,1,2,20,42.0,0,2,6
25107,F00066110,2687,0,1,2,30,23.0,5,2,7
25108,F00066112,2688,0,1,2,40,,10,1,7
25109,F00066113,2688,0,1,2,40,48.0,10,1,7
25110,F00066115,2688,0,1,2,80,30.0,17,1,7
25111,F00066116,2688,0,1,2,20,50.0,2,2,7
25112,F00066119,2840,0,1,2,10,24.0,30,2,7
25113,F00066120,2840,0,1,2,10,30.0,23,1,7
25114,F00066121,2840,0,1,2,10,,8,1,7
25115,F00066126,2840,0,1,2,20,17.0,40,2,7
25116,F00066130,2840,0,1,2,20,37.0,20,2,7
25117,F00066135,2840,0,1,2,25,43.0,13,2,7
25118,F00066138,2840,0,1,2,30,36.0,19,2,7
25119,F00066141,2840,0,1,2,40,40.0,8,3,7
25120,F00066142,2840,0,1,2,40,43.0,11,3,7
25121,F00066143,2840,0,1,2,40,48.0,9,2,7
25122,F00066144,2840,0,1,2,10,10.0,43,2,7
25123,F00066145,2840,0,1,2,30,43.0,8,1,7
25124,F00066146,2840,0,1,2,30,35.0,17,1,7
25125,F00066147,2840,0,1,2,15,33.0,20,2,7
25126,F00066149,2840,0,1,2,50,30.0,23,1,7
25127,F00066150,2840,0,1,2,20,6.0,37,3,7
25128,F00066155,2999,0,1,2,10,45.0,12,1,7
25129,F00066156,2999,0,1,2,15,60.0,6,2,7
25130,F00066159,2999,0,1,2,20,31.0,31,2,7
25131,F00066162,2999,0,1,2,20,61.0,0,2,6
25132,F00066174,3165,0,1,2,20,10.0,31,1,7
25133,F00066179,3164,0,1,2,40,44.0,17,1,7
25134,F00066182,3164,0,1,2,50,57.0,2,2,7
25135,F00066184,3164,0,1,2,40,34.0,23,2,7
25136,F00066188,3165,0,1,2,5,40.0,20,2,7
25137,F00066189,3164,0,1,2,60,37.0,18,2,7
25138,F00066195,3336,0,1,2,20,12.0,42,3,7
25139,F00066196,3337,0,1,2,20,24.0,35,2,7
25140,F00066201,3337,0,1,2,30,40.0,18,2,7
25141,F00066203,3336,0,1,2,25,40.0,12,3,7
25142,F00066204,3515,0,1,2,25,47.0,12,3,7
25143,F00066205,3516,0,1,2,30,45.0,17,1,7
25144,F00066206,3516,0,1,2,40,,40,3,7
25145,F00066207,3516,0,1,2,50,59.0,5,1,7
25146,F00066208,3516,0,1,2,5,35.0,17,1,7
25147,F00066210,3516,0,1,2,20,47.0,12,1,7
25148,F00066214,3702,0,1,2,15,39.0,21,3,7
25149,F00066218,3702,0,1,2,20,50.0,10,2,7
25150,F00066219,3702,0,1,2,25,,27,3,7
25151,F00066220,3702,0,1,2,30,,9,1,7
25152,F00066223,3895,0,1,2,15,,5,1,7
25153,F00066224,3895,0,1,2,20,,40,2,7
25154,F00066225,3895,0,1,2,20,52.0,9,1,7
25155,F00066228,3896,0,1,2,25,29.0,25,1,7
25156,F00066229,3895,0,1,2,20,50.0,9,2,7
25157,F00066230,3895,0,1,2,30,45.0,18,2,7
25158,F00066232,4096,0,1,2,40,29.0,33,2,7
25159,F00066233,4096,0,1,2,10,14.0,45,2,7
25160,F00066235,4096,0,1,2,5,,30,2,7
25161,F00066241,168,1,0,2,10,11.0,6,3,7
25162,F00066243,168,1,0,2,30,10.0,1,1,7
25163,F00066245,188,1,0,2,10,7.0,7,2,7
25164,F00066251,232,1,0,2,40,24.0,1,2,7
25165,F00066252,232,1,0,2,50,,8,3,7
25166,F00066256,256,1,0,2,15,,2,2,7
25167,F00066261,283,1,0,2,5,,4,2,7
25168,F00066267,283,1,0,2,25,23.0,0,2,6
25169,F00066268,283,1,0,2,30,20.0,4,2,7
25170,F00066274,312,1,0,2,15,,0,1,6
25171,F00066275,312,1,0,2,20,15.0,10,2,7
25172,F00066279,311,1,0,2,30,27.0,1,2,7
25173,F00066282,342,1,0,2,10,12.0,13,1,7
25174,F00066283,342,1,0,2,10,21.0,4,2,7
25175,F00066291,375,1,0,2,15,20.0,2,1,7
25176,F00066295,375,1,0,2,20,17.0,9,2,7
25177,F00066296,375,1,0,2,30,29.0,1,2,7
25178,F00066301,411,1,0,2,15,,2,2,7
25179,F00066302,410,1,0,2,15,,2,1,7
25180,F00066308,410,1,0,2,40,14.0,15,2,7
25181,F00066309,410,1,0,2,40,17.0,11,1,7
25182,F00066310,411,1,0,2,40,20.0,7,2,7
25183,F00066312,448,1,0,2,10,5.0,7,2,7
25184,F00066313,448,1,0,2,10,11.0,14,3,7
25185,F00066321,448,1,0,2,25,18.0,8,1,7
25186,F00066322,448,1,0,2,25,26.0,4,2,7
25187,F00066323,448,1,0,2,30,15.0,15,2,7
25188,F00066324,448,1,0,2,30,18.0,11,2,7
25189,F00066325,448,1,0,2,40,20.0,12,2,7
25190,F00066326,448,1,0,2,50,25.0,7,1,7
25191,F00066327,488,1,0,2,10,10.0,12,3,7
25192,F00066331,488,1,0,2,20,21.0,7,3,7
25193,F00066337,488,1,0,2,30,,5,1,7
25194,F00066341,489,1,0,2,40,25.0,14,1,7
25195,F00066342,488,1,0,2,60,22.0,9,2,7
25196,F00066344,531,1,0,2,5,16.0,5,2,7
25197,F00066346,531,1,0,2,10,11.0,15,2,7
25198,F00066347,531,1,0,2,10,13.0,18,3,7
25199,F00066349,531,1,0,2,10,17.0,14,2,7
25200,F00066350,531,1,0,2,10,28.0,5,1,7
25201,F00066351,531,1,0,2,15,20.0,3,2,7
25202,F00066354,531,1,0,2,30,,4,1,7
25203,F00066360,531,1,0,2,15,24.0,10,2,7
25204,F00066362,577,1,0,2,5,8.0,10,2,7
25205,F00066367,577,1,0,2,10,13.0,17,2,7
25206,F00066369,577,1,0,2,10,34.0,4,1,7
25207,F00066375,577,1,0,2,25,12.0,15,2,7
25208,F00066377,577,1,0,2,30,31.0,0,3,6
25209,F00066378,577,1,0,2,35,29.0,3,1,7
25210,F00066380,577,1,0,2,40,,1,2,7
25211,F00066382,625,1,0,2,5,7.0,11,3,7
25212,F00066383,625,1,0,2,5,13.0,13,2,7
25213,F00066388,625,1,0,2,10,20.0,7,2,7
25214,F00066390,625,1,0,2,10,30.0,5,2,7
25215,F00066391,625,1,0,2,15,7.0,20,1,7
25216,F00066392,625,1,0,2,15,,18,2,7
25217,F00066396,626,1,0,2,20,10.0,19,1,7
25218,F00066398,626,1,0,2,25,19.0,16,3,7
25219,F00066399,625,1,0,2,40,,3,2,7
25220,F00066400,625,1,0,2,40,20.0,11,2,7
25221,F00066402,625,1,0,2,40,23.0,13,2,7
25222,F00066405,625,1,0,2,50,15.0,14,2,7
25223,F00066406,626,1,0,2,60,,8,2,7
25224,F00066407,626,1,0,2,40,,4,2,7
25225,F00066409,677,1,0,2,5,,8,2,7
25226,F00066410,677,1,0,2,5,,3,2,7
25227,F00066412,677,1,0,2,10,9.0,13,2,7
25228,F00066413,677,1,0,2,10,15.0,15,2,7
25229,F00066414,677,1,0,2,10,,21,3,7
25230,F00066419,677,1,0,2,20,17.0,18,3,7
25231,F00066422,677,1,0,2,20,30.0,1,1,7
25232,F00066425,677,1,0,2,40,27.0,3,2,7
25233,F00066426,677,1,0,2,60,35.0,5,3,7
25234,F00066430,732,1,0,2,5,15.0,12,3,7
25235,F00066434,732,1,0,2,10,12.0,17,2,7
25236,F00066435,731,1,0,2,10,16.0,18,2,7
25237,F00066442,732,1,0,2,25,32.0,0,2,6
25238,F00066443,732,1,0,2,30,,2,1,7
25239,F00066445,731,1,0,2,30,28.0,2,2,7
25240,F00066446,732,1,0,2,30,34.0,0,1,6
25241,F00066447,732,1,0,2,40,20.0,12,2,7
25242,F00066449,732,1,0,2,10,35.0,1,2,7
25243,F00066461,789,1,0,2,20,,2,2,7
25244,F00066462,789,1,0,2,20,,0,1,6
25245,F00066463,789,1,0,2,25,14.0,17,1,7
25246,F00066464,790,1,0,2,25,16.0,19,3,7
25247,F00066465,789,1,0,2,30,38.0,2,3,7
25248,F00066466,789,1,0,2,40,,0,2,6
25249,F00066470,851,1,0,2,5,30.0,0,3,6
25250,F00066473,851,1,0,2,10,,23,2,7
25251,F00066475,851,1,0,2,10,20.0,17,2,7
25252,F00066476,851,1,0,2,10,,10,1,7
25253,F00066477,851,1,0,2,10,29.0,7,1,7
25254,F00066483,851,1,0,2,20,20.0,17,2,7
25255,F00066484,851,1,0,2,20,25.0,9,3,7
25256,F00066485,851,1,0,2,20,27.0,11,2,7
25257,F00066486,851,1,0,2,20,29.0,9,3,7
25258,F00066490,850,1,0,2,25,10.0,9,1,7
25259,F00066492,851,1,0,2,25,28.0,8,2,7
25260,F00066496,851,1,0,2,40,16.0,10,3,7
25261,F00066499,851,1,0,2,60,24.0,15,2,7
25262,F00066500,851,1,0,2,20,27.0,9,3,7
25263,F00066501,916,1,0,2,5,17.0,20,2,7
25264,F00066502,916,1,0,2,5,38.0,2,2,7
25265,F00066503,915,1,0,2,10,,19,2,7
25266,F00066504,915,1,0,2,20,15.0,0,2,6
25267,F00066505,915,1,0,2,20,15.0,15,2,7
25268,F00066506,915,1,0,2,20,19.0,15,1,7
25269,F00066507,915,1,0,2,20,21.0,15,2,7
25270,F00066513,916,1,0,2,25,37.0,0,1,6
25271,F00066514,915,1,0,2,30,31.0,6,1,7
25272,F00066517,916,1,0,2,40,,20,1,7
25273,F00066526,984,1,0,2,5,19.0,17,1,7
25274,F00066537,984,1,0,2,20,13.0,18,2,7
25275,F00066544,984,1,0,2,60,26.0,17,2,7
25276,F00066547,1056,1,0,2,5,35.0,5,3,7
25277,F00066549,1056,1,0,2,10,11.0,20,3,7
25278,F00066550,1056,1,0,2,10,14.0,25,3,7
25279,F00066553,1056,1,0,2,10,34.0,1,2,7
25280,F00066558,1056,1,0,2,20,15.0,22,2,7
25281,F00066563,1056,1,0,2,20,,14,2,7
25282,F00066564,1056,1,0,2,20,,17,2,7
25283,F00066565,1056,1,0,2,20,,3,1,7
25284,F00066570,1056,1,0,2,30,35.0,6,3,7
25285,F00066573,1056,1,0,2,40,19.0,2,2,7
25286,F00066574,1056,1,0,2,40,35.0,3,1,7
25287,F00066575,1132,1,0,2,5,6.0,24,2,7
25288,F00066577,1132,1,0,2,10,20.0,7,1,7
25289,F00066581,1132,1,0,2,10,32.0,8,2,7
25290,F00066588,1132,1,0,2,30,,24,2,7
25291,F00066591,1132,1,0,2,40,11.0,7,3,7
25292,F00066593,1132,1,0,2,40,26.0,16,1,7
25293,F00066596,1132,1,0,2,60,15.0,22,2,7
25294,F00066600,1212,1,0,2,5,27.0,15,1,7
25295,F00066604,1212,1,0,2,10,10.0,25,2,7
25296,F00066605,1212,1,0,2,10,14.0,26,2,7
25297,F00066608,1212,1,0,2,10,20.0,4,1,7
25298,F00066609,1212,1,0,2,10,25.0,13,2,7
25299,F00066610,1212,1,0,2,15,20.0,0,2,6
25300,F00066612,1212,1,0,2,15,30.0,13,3,7
25301,F00066614,1212,1,0,2,20,,22,2,7
25302,F00066615,1212,1,0,2,20,14.0,24,2,7
25303,F00066618,1212,1,0,2,20,25.0,9,2,7
25304,F00066621,1212,1,0,2,20,28.0,11,2,7
25305,F00066622,1212,1,0,2,20,30.0,19,3,7
25306,F00066624,1212,1,0,2,20,36.0,5,1,7
25307,F00066625,1212,1,0,2,20,38.0,5,2,7
25308,F00066627,1212,1,0,2,30,20.0,17,2,7
25309,F00066628,1212,1,0,2,30,25.0,19,2,7
25310,F00066635,1212,1,0,2,50,30.0,11,1,7
25311,F00066638,1212,1,0,2,40,24.0,14,1,7
25312,F00066639,1297,1,0,2,30,34.0,10,1,7
25313,F00066640,1296,1,0,2,5,6.0,16,3,7
25314,F00066641,1297,1,0,2,5,10.0,15,1,7
25315,F00066648,1296,1,0,2,10,30.0,1,2,7
25316,F00066649,1297,1,0,2,10,40.0,2,2,7
25317,F00066654,1296,1,0,2,20,20.0,13,2,7
25318,F00066659,1296,1,0,2,20,32.0,1,1,7
25319,F00066661,1296,1,0,2,20,32.0,7,2,7
25320,F00066663,1296,1,0,2,20,39.0,7,2,7
25321,F00066667,1296,1,0,2,25,32.0,5,1,7
25322,F00066671,1297,1,0,2,40,28.0,15,2,7
25323,F00066672,1296,1,0,2,40,38.0,2,1,7
25324,F00066674,1296,1,0,2,55,35.0,7,3,7
25325,F00066676,1385,1,0,2,5,21.0,21,2,7
25326,F00066677,1385,1,0,2,5,38.0,7,2,7
25327,F00066679,1385,1,0,2,10,8.0,5,1,7
25328,F00066684,1385,1,0,2,10,,4,2,7
25329,F00066685,1385,1,0,2,10,35.0,10,2,7
25330,F00066686,1385,1,0,2,10,41.0,2,1,7
25331,F00066689,1385,1,0,2,20,8.0,5,1,7
25332,F00066690,1385,1,0,2,20,13.0,23,2,7
25333,F00066697,1385,1,0,2,20,42.0,4,2,7
25334,F00066699,1478,1,0,2,70,,20,1,7
25335,F00066701,1478,1,0,2,5,,22,3,7
25336,F00066702,1478,1,0,2,5,32.0,3,2,7
25337,F00066708,1478,1,0,2,15,22.0,22,3,7
25338,F00066709,1478,1,0,2,15,27.0,17,2,7
25339,F00066710,1478,1,0,2,15,30.0,14,2,7
25340,F00066711,1478,1,0,2,15,33.0,12,3,7
25341,F00066712,1478,1,0,2,20,21.0,15,3,7
25342,F00066713,1478,1,0,2,20,30.0,5,2,7
25343,F00066716,1478,1,0,2,20,35.0,0,2,6
25344,F00066717,1478,1,0,2,20,35.0,3,3,7
25345,F00066718,1478,1,0,2,20,43.0,5,3,7
25346,F00066721,1478,1,0,2,40,,6,2,7
25347,F00066723,1478,1,0,2,40,40.0,1,1,7
25348,F00066724,1478,1,0,2,40,40.0,3,2,7
25349,F00066725,1478,1,0,2,40,45.0,3,2,7
25350,F00066726,1478,1,0,2,40,46.0,2,3,7
25351,F00066729,1576,1,0,2,5,16.0,28,1,7
25352,F00066735,1576,1,0,2,20,7.0,16,2,7
25353,F00066738,1575,1,0,2,20,35.0,11,3,7
25354,F00066739,1575,1,0,2,20,36.0,6,2,7
25355,F00066742,1576,1,0,2,25,46.0,1,2,7
25356,F00066745,1576,1,0,2,60,30.0,15,3,7
25357,F00066746,1576,1,0,2,5,24.0,9,2,7
25358,F00066748,1678,1,0,2,5,10.0,19,2,7
25359,F00066749,1678,1,0,2,5,31.0,14,2,7
25360,F00066759,1678,1,0,2,20,23.0,16,2,7
