,ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Nonzero
39612,F00069454,448,0,1,2,10,20.0,9,3,0,6
39613,F00069455,448,0,1,2,10,21.0,4,1,0,6
39614,F00069456,448,0,1,2,15,6.0,15,1,0,6
39615,F00069458,448,0,1,2,20,8.0,16,1,0,6
39616,F00069461,448,0,1,2,20,18.0,14,1,0,6
39617,F00069462,448,0,1,2,20,21.0,9,1,0,6
39618,F00069463,448,0,1,2,20,22.0,4,3,0,6
39619,F00069466,448,0,1,2,30,8.0,16,1,0,6
39620,F00069468,448,0,1,2,30,14.0,12,1,0,6
39621,F00069472,448,0,1,2,50,16.0,16,3,0,6
39622,F00069474,448,0,1,2,50,,3,2,0,6
39623,F00069475,448,0,1,2,50,24.0,5,2,0,6
39624,F00069476,448,0,1,2,50,30.0,1,2,0,6
39625,F00069480,488,0,1,2,10,9.0,17,3,0,6
39626,F00069481,488,0,1,2,10,10.0,7,2,0,6
39627,F00069482,488,0,1,2,10,10.0,15,1,0,6
39628,F00069484,489,0,1,2,10,25.0,2,3,0,6
39629,F00069487,488,0,1,2,15,22.0,5,2,0,6
39630,F00069490,489,0,1,2,20,,5,1,0,6
39631,F00069491,488,0,1,2,20,17.0,12,2,0,6
39632,F00069492,488,0,1,2,20,21.0,8,2,0,6
39633,F00069493,488,0,1,2,20,22.0,4,2,0,6
39634,F00069495,489,0,1,2,25,16.0,15,1,0,6
39635,F00069496,489,0,1,2,25,22.0,7,2,0,6
39636,F00069497,488,0,1,2,30,15.0,7,3,0,6
39637,F00069498,488,0,1,2,30,15.0,11,1,0,6
39638,F00069501,488,0,1,2,30,32.0,0,3,0,5
39639,F00069505,488,0,1,2,35,32.0,0,3,0,5
39640,F00069506,488,0,1,2,40,12.0,15,1,0,6
39641,F00069507,488,0,1,2,40,15.0,7,2,0,6
39642,F00069509,488,0,1,2,40,18.0,11,2,0,6
39643,F00069510,488,0,1,2,40,33.0,2,1,0,6
39644,F00069511,488,0,1,2,45,10.0,9,2,0,6
39645,F00069512,489,0,1,2,50,20.0,7,2,0,6
39646,F00069513,488,0,1,2,50,25.0,4,2,0,6
39647,F00069517,531,0,1,2,5,14.0,4,2,0,6
39648,F00069519,531,0,1,2,10,17.0,14,1,0,6
39649,F00069522,531,0,1,2,10,22.0,13,2,0,6
39650,F00069523,531,0,1,2,15,17.0,13,2,0,6
39651,F00069524,531,0,1,2,15,20.0,10,2,0,6
39652,F00069525,531,0,1,2,15,27.0,1,1,0,6
39653,F00069528,531,0,1,2,20,,0,2,0,5
39654,F00069529,531,0,1,2,20,29.0,0,2,0,5
39655,F00069530,531,0,1,2,25,12.0,15,1,0,6
39656,F00069531,531,0,1,2,25,13.0,13,2,0,6
39657,F00069532,531,0,1,2,25,17.0,12,2,0,6
39658,F00069533,531,0,1,2,25,24.0,9,2,0,6
39659,F00069536,531,0,1,2,30,24.0,8,2,0,6
39660,F00069537,531,0,1,2,35,16.0,12,2,0,6
39661,F00069538,531,0,1,2,40,8.0,1,3,0,6
39662,F00069539,531,0,1,2,40,20.0,6,2,0,6
39663,F00069543,531,0,1,2,40,34.0,0,1,0,5
39664,F00069544,531,0,1,2,55,30.0,5,1,0,6
39665,F00069545,531,0,1,2,60,12.0,10,2,0,6
39666,F00069547,531,0,1,2,60,,1,3,0,6
39667,F00069548,531,0,1,2,30,18.0,12,3,1,7
39668,F00069549,577,0,1,2,10,10.0,19,1,0,6
39669,F00069551,577,0,1,2,20,20.0,11,2,0,6
39670,F00069552,577,0,1,2,10,13.0,18,2,0,6
39671,F00069553,577,0,1,2,10,15.0,17,1,0,6
39672,F00069555,577,0,1,2,10,20.0,7,2,0,6
39673,F00069558,577,0,1,2,15,15.0,14,2,0,6
39674,F00069559,577,0,1,2,15,19.0,8,1,0,6
39675,F00069565,577,0,1,2,20,23.0,7,2,0,6
39676,F00069566,577,0,1,2,20,25.0,13,3,0,6
39677,F00069567,577,0,1,2,20,29.0,2,2,0,6
39678,F00069568,577,0,1,2,20,29.0,3,1,0,6
39679,F00069570,577,0,1,2,25,11.0,17,2,0,6
39680,F00069573,577,0,1,2,30,26.0,3,2,0,6
39681,F00069575,577,0,1,2,40,9.0,19,1,0,6
39682,F00069578,577,0,1,2,40,16.0,16,2,0,6
39683,F00069579,577,0,1,2,40,20.0,15,1,0,6
39684,F00069583,577,0,1,2,50,21.0,14,2,0,6
39685,F00069584,577,0,1,2,50,22.0,14,1,0,6
39686,F00069585,577,0,1,2,50,25.0,2,2,0,6
39687,F00069586,577,0,1,2,60,18.0,12,2,0,6
39688,F00069587,577,0,1,2,70,35.0,0,2,0,5
39689,F00069590,577,0,1,2,80,29.0,1,1,1,7
39690,F00069593,626,0,1,2,40,20.0,12,2,0,6
39691,F00069595,626,0,1,2,10,29.0,0,3,0,5
39692,F00069599,625,0,1,2,15,16.0,14,2,0,6
39693,F00069600,625,0,1,2,15,17.0,12,3,0,6
39694,F00069601,625,0,1,2,15,18.0,15,3,0,6
39695,F00069603,625,0,1,2,15,,4,1,0,6
39696,F00069605,625,0,1,2,15,31.0,5,2,0,6
39697,F00069606,625,0,1,2,20,22.0,9,2,0,6
39698,F00069607,625,0,1,2,20,24.0,15,3,0,6
39699,F00069609,625,0,1,2,20,27.0,8,2,0,6
39700,F00069612,625,0,1,2,25,24.0,5,1,0,6
39701,F00069615,625,0,1,2,30,7.0,12,1,0,6
39702,F00069618,625,0,1,2,30,22.0,7,3,0,6
39703,F00069622,625,0,1,2,40,19.0,13,3,0,6
39704,F00069627,625,0,1,2,50,15.0,16,1,0,6
39705,F00069628,626,0,1,2,50,27.0,13,1,0,6
39706,F00069629,626,0,1,2,50,34.0,6,2,0,6
39707,F00069631,626,0,1,2,60,23.0,15,1,0,6
39708,F00069632,626,0,1,2,60,32.0,2,3,0,6
39709,F00069636,677,0,1,2,10,19.0,16,1,0,6
39710,F00069637,677,0,1,2,10,20.0,5,2,0,6
39711,F00069638,677,0,1,2,10,28.0,6,1,0,6
39712,F00069639,677,0,1,2,15,18.0,15,2,0,6
39713,F00069640,677,0,1,2,15,23.0,13,3,0,6
39714,F00069641,677,0,1,2,20,7.0,8,2,0,6
39715,F00069646,677,0,1,2,20,,11,2,0,6
39716,F00069647,677,0,1,2,20,27.0,3,3,0,6
39717,F00069648,677,0,1,2,20,27.0,8,3,0,6
39718,F00069650,677,0,1,2,25,15.0,16,3,0,6
39719,F00069651,677,0,1,2,25,,1,1,0,6
39720,F00069652,677,0,1,2,30,6.0,6,1,0,6
39721,F00069653,677,0,1,2,30,14.0,19,2,0,6
39722,F00069654,677,0,1,2,30,16.0,15,2,0,6
39723,F00069657,677,0,1,2,30,21.0,7,2,0,6
39724,F00069658,677,0,1,2,30,21.0,12,2,0,6
39725,F00069659,677,0,1,2,30,21.0,15,2,0,6
39726,F00069660,677,0,1,2,30,27.0,9,1,0,6
39727,F00069662,677,0,1,2,35,20.0,3,2,0,6
39728,F00069663,677,0,1,2,35,21.0,11,2,0,6
39729,F00069664,677,0,1,2,40,12.0,15,2,0,6
39730,F00069665,677,0,1,2,40,13.0,14,1,0,6
39731,F00069666,677,0,1,2,40,19.0,12,2,0,6
39732,F00069670,677,0,1,2,45,25.0,5,1,0,6
39733,F00069672,677,0,1,2,50,17.0,21,1,0,6
39734,F00069674,677,0,1,2,50,19.0,2,3,0,6
39735,F00069676,677,0,1,2,50,26.0,5,1,0,6
39736,F00069677,677,0,1,2,50,,10,3,0,6
39737,F00069678,677,0,1,2,50,35.0,5,3,0,6
39738,F00069680,677,0,1,2,60,23.0,4,3,0,6
39739,F00069681,677,0,1,2,60,23.0,9,3,0,6
39740,F00069683,677,0,1,2,60,35.0,0,2,0,5
39741,F00069684,677,0,1,2,60,36.0,1,1,0,6
39742,F00069686,677,0,1,2,20,27.0,6,3,1,7
39743,F00069687,677,0,1,2,30,29.0,2,1,1,7
39744,F00069689,732,0,1,2,20,6.0,21,2,0,6
39745,F00069690,732,0,1,2,40,31.0,5,3,0,6
39746,F00069692,731,0,1,2,5,19.0,17,3,0,6
39747,F00069693,732,0,1,2,5,20.0,17,2,0,6
39748,F00069694,731,0,1,2,10,11.0,19,3,0,6
39749,F00069695,731,0,1,2,10,12.0,18,2,0,6
39750,F00069696,731,0,1,2,10,15.0,17,1,0,6
39751,F00069698,732,0,1,2,10,,14,3,0,6
39752,F00069699,731,0,1,2,15,7.0,10,3,0,6
39753,F00069700,732,0,1,2,15,16.0,18,1,0,6
39754,F00069701,732,0,1,2,15,33.0,5,2,0,6
39755,F00069704,731,0,1,2,20,19.0,8,1,0,6
39756,F00069705,731,0,1,2,20,22.0,11,2,0,6
39757,F00069706,731,0,1,2,20,22.0,14,2,0,6
39758,F00069708,732,0,1,2,20,29.0,5,2,0,6
39759,F00069709,732,0,1,2,20,31.0,7,3,0,6
39760,F00069713,731,0,1,2,25,24.0,8,2,0,6
39761,F00069714,731,0,1,2,25,28.0,4,3,0,6
39762,F00069715,731,0,1,2,25,28.0,6,3,0,6
39763,F00069716,732,0,1,2,25,28.0,9,1,0,6
39764,F00069718,732,0,1,2,30,20.0,5,2,0,6
39765,F00069719,731,0,1,2,30,22.0,12,2,0,6
39766,F00069723,731,0,1,2,30,30.0,4,3,0,6
39767,F00069726,731,0,1,2,40,28.0,4,2,0,6
39768,F00069728,731,0,1,2,40,38.0,1,1,0,6
39769,F00069733,731,0,1,2,60,17.0,21,2,0,6
39770,F00069735,731,0,1,2,80,23.0,14,2,0,6
39771,F00069740,789,0,1,2,5,10.0,23,2,0,6
39772,F00069741,790,0,1,2,10,20.0,3,2,0,6
39773,F00069742,790,0,1,2,10,25.0,12,1,0,6
39774,F00069744,789,0,1,2,15,18.0,23,2,0,6
39775,F00069747,789,0,1,2,20,11.0,18,1,0,6
39776,F00069750,790,0,1,2,20,18.0,16,1,0,6
39777,F00069751,789,0,1,2,20,21.0,17,3,0,6
39778,F00069752,789,0,1,2,20,25.0,7,2,0,6
39779,F00069754,789,0,1,2,20,27.0,6,3,0,6
39780,F00069755,789,0,1,2,20,31.0,9,2,0,6
39781,F00069756,789,0,1,2,25,20.0,16,1,0,6
39782,F00069758,789,0,1,2,25,32.0,3,2,0,6
39783,F00069759,790,0,1,2,30,20.0,15,2,0,6
39784,F00069761,790,0,1,2,30,33.0,0,2,0,5
39785,F00069762,790,0,1,2,35,26.0,10,1,0,6
39786,F00069764,790,0,1,2,40,16.0,15,2,0,6
39787,F00069766,790,0,1,2,40,25.0,11,2,0,6
39788,F00069767,790,0,1,2,50,15.0,20,3,0,6
39789,F00069768,789,0,1,2,50,18.0,15,1,0,6
39790,F00069773,790,0,1,2,50,35.0,4,3,0,6
39791,F00069774,789,0,1,2,60,14.0,18,2,0,6
39792,F00069775,789,0,1,2,60,25.0,18,2,0,6
39793,F00069776,790,0,1,2,60,,6,1,0,6
39794,F00069777,789,0,1,2,80,31.0,8,2,0,6
39795,F00069778,789,0,1,2,60,19.0,13,2,1,7
39796,F00069780,789,0,1,2,30,26.0,16,2,1,7
39797,F00069781,850,0,1,2,45,,14,3,0,6
39798,F00069782,851,0,1,2,60,20.0,14,2,0,6
39799,F00069786,851,0,1,2,10,8.0,19,1,0,6
39800,F00069788,851,0,1,2,10,15.0,21,2,0,6
39801,F00069789,851,0,1,2,10,22.0,11,2,0,6
39802,F00069790,851,0,1,2,10,29.0,4,3,0,6
39803,F00069792,851,0,1,2,20,12.0,15,3,0,6
39804,F00069795,851,0,1,2,20,18.0,17,1,0,6
39805,F00069797,851,0,1,2,20,19.0,15,2,0,6
39806,F00069799,851,0,1,2,20,24.0,5,1,0,6
39807,F00069800,851,0,1,2,20,27.0,14,1,0,6
39808,F00069801,850,0,1,2,20,28.0,10,1,0,6
39809,F00069802,850,0,1,2,20,29.0,6,2,0,6
39810,F00069803,850,0,1,2,20,32.0,14,2,0,6
39811,F00069804,850,0,1,2,20,37.0,1,2,0,6
39812,F00069805,851,0,1,2,25,26.0,13,3,0,6
39813,F00069806,850,0,1,2,25,28.0,12,1,0,6
39814,F00069808,851,0,1,2,30,,12,2,0,6
39815,F00069809,851,0,1,2,30,26.0,10,2,0,6
39816,F00069814,851,0,1,2,40,10.0,24,1,0,6
39817,F00069815,851,0,1,2,40,12.0,21,1,0,6
39818,F00069818,851,0,1,2,50,,14,1,0,6
39819,F00069819,851,0,1,2,50,19.0,14,3,0,6
39820,F00069820,851,0,1,2,50,24.0,14,2,0,6
39821,F00069821,850,0,1,2,50,30.0,9,2,0,6
39822,F00069822,851,0,1,2,50,32.0,10,2,0,6
39823,F00069823,850,0,1,2,60,16.0,20,2,0,6
39824,F00069825,850,0,1,2,60,35.0,2,1,0,6
39825,F00069827,851,0,1,2,65,32.0,1,3,0,6
39826,F00069829,850,0,1,2,80,32.0,4,3,0,6
39827,F00069831,851,0,1,2,30,25.0,11,2,1,7
39828,F00069832,851,0,1,2,40,27.0,9,2,1,7
39829,F00069834,915,0,1,2,5,20.0,5,1,0,6
39830,F00069835,915,0,1,2,5,33.0,7,2,0,6
39831,F00069836,916,0,1,2,10,25.0,12,2,0,6
39832,F00069839,915,0,1,2,15,15.0,15,2,0,6
39833,F00069842,915,0,1,2,20,15.0,17,1,0,6
39834,F00069843,915,0,1,2,20,18.0,23,1,0,6
39835,F00069844,915,0,1,2,20,19.0,24,3,0,6
39836,F00069846,916,0,1,2,20,24.0,15,2,0,6
39837,F00069850,915,0,1,2,20,34.0,2,3,0,6
39838,F00069851,915,0,1,2,20,37.0,0,3,0,5
39839,F00069853,915,0,1,2,20,40.0,2,1,0,6
39840,F00069858,915,0,1,2,25,24.0,13,2,0,6
39841,F00069859,915,0,1,2,25,25.0,12,2,0,6
39842,F00069860,915,0,1,2,25,28.0,12,1,0,6
39843,F00069861,915,0,1,2,30,14.0,25,1,0,6
39844,F00069862,916,0,1,2,30,16.0,16,1,0,6
39845,F00069863,916,0,1,2,30,22.0,18,1,0,6
39846,F00069864,915,0,1,2,30,23.0,16,1,0,6
39847,F00069868,916,0,1,2,35,15.0,25,2,0,6
39848,F00069870,915,0,1,2,40,26.0,9,1,0,6
39849,F00069875,915,0,1,2,40,33.0,4,2,0,6
39850,F00069876,915,0,1,2,40,43.0,1,2,0,6
39851,F00069877,915,0,1,2,45,20.0,12,1,0,6
39852,F00069878,915,0,1,2,45,27.0,10,2,0,6
39853,F00069883,915,0,1,2,50,28.0,14,2,0,6
39854,F00069884,915,0,1,2,60,15.0,21,2,0,6
39855,F00069886,915,0,1,2,90,38.0,2,3,0,6
39856,F00069887,984,0,1,2,40,24.0,16,2,0,6
39857,F00069888,984,0,1,2,10,16.0,18,1,0,6
39858,F00069890,984,0,1,2,10,21.0,16,2,0,6
39859,F00069891,984,0,1,2,10,24.0,16,3,0,6
39860,F00069893,984,0,1,2,15,12.0,16,1,0,6
39861,F00069895,984,0,1,2,20,10.0,22,2,0,6
39862,F00069897,984,0,1,2,20,23.0,5,2,0,6
39863,F00069898,984,0,1,2,20,35.0,3,2,0,6
39864,F00069899,984,0,1,2,20,36.0,3,3,0,6
39865,F00069901,984,0,1,2,25,20.0,20,1,0,6
39866,F00069902,984,0,1,2,25,23.0,13,3,0,6
39867,F00069903,984,0,1,2,25,24.0,13,2,0,6
39868,F00069904,984,0,1,2,25,24.0,14,2,0,6
39869,F00069905,984,0,1,2,25,26.0,12,2,0,6
39870,F00069906,984,0,1,2,25,28.0,17,2,0,6
39871,F00069908,984,0,1,2,30,20.0,13,2,0,6
39872,F00069909,984,0,1,2,30,22.0,11,1,0,6
39873,F00069910,984,0,1,2,30,27.0,11,2,0,6
39874,F00069914,984,0,1,2,40,23.0,17,3,0,6
39875,F00069917,984,0,1,2,40,31.0,13,2,0,6
39876,F00069919,984,0,1,2,40,34.0,0,2,0,5
39877,F00069921,984,0,1,2,40,,1,3,0,6
39878,F00069922,984,0,1,2,40,39.0,3,1,0,6
39879,F00069923,984,0,1,2,40,,2,1,0,6
39880,F00069925,984,0,1,2,50,23.0,14,2,0,6
39881,F00069926,984,0,1,2,50,,5,1,0,6
39882,F00069927,984,0,1,2,80,29.0,8,2,0,6
39883,F00069928,984,0,1,2,20,25.0,12,3,1,7
39884,F00069929,984,0,1,2,50,30.0,6,1,1,7
39885,F00069931,984,0,1,2,25,17.0,22,1,1,7
39886,F00069932,984,0,1,2,35,23.0,12,3,1,7
39887,F00069933,984,0,1,2,30,20.0,11,2,1,7
39888,F00069935,1056,0,1,2,20,,22,1,0,6
39889,F00069936,1056,0,1,2,5,11.0,27,2,0,6
39890,F00069937,1056,0,1,2,5,19.0,21,2,0,6
39891,F00069938,1056,0,1,2,10,11.0,22,3,0,6
39892,F00069939,1056,0,1,2,10,15.0,25,3,0,6
39893,F00069940,1056,0,1,2,10,30.0,2,2,0,6
39894,F00069941,1056,0,1,2,10,38.0,4,2,0,6
39895,F00069945,1056,0,1,2,15,24.0,15,3,0,6
39896,F00069946,1056,0,1,2,15,25.0,12,3,0,6
39897,F00069947,1056,0,1,2,20,,24,2,0,6
39898,F00069949,1056,0,1,2,20,19.0,11,2,0,6
39899,F00069950,1056,0,1,2,20,19.0,15,1,0,6
39900,F00069956,1056,0,1,2,20,40.0,8,3,0,6
39901,F00069960,1056,0,1,2,30,20.0,8,1,0,6
39902,F00069963,1056,0,1,2,30,37.0,0,2,0,5
39903,F00069966,1056,0,1,2,35,28.0,14,3,0,6
39904,F00069967,1056,0,1,2,40,15.0,12,1,0,6
39905,F00069971,1056,0,1,2,40,28.0,7,3,0,6
39906,F00069972,1056,0,1,2,40,37.0,2,1,0,6
39907,F00069974,1056,0,1,2,50,20.0,17,1,0,6
39908,F00069978,1056,0,1,2,60,11.0,27,2,0,6
39909,F00069983,1056,0,1,2,60,29.0,10,2,0,6
39910,F00069985,1056,0,1,2,60,35.0,3,2,0,6
39911,F00069987,1056,0,1,2,80,17.0,17,3,1,7
39912,F00069988,1056,0,1,2,20,20.0,22,2,1,7
39913,F00069989,1056,0,1,2,15,29.0,17,1,1,7
39914,F00069990,1056,0,1,2,30,12.0,27,2,1,7
39915,F00069992,1056,0,1,2,20,41.0,2,1,2,7
39916,F00069993,1132,0,1,2,15,25.0,13,3,0,6
39917,F00069995,1132,0,1,2,10,36.0,5,2,0,6
39918,F00069996,1132,0,1,2,15,16.0,22,2,0,6
39919,F00069998,1132,0,1,2,15,32.0,14,3,0,6
39920,F00069999,1132,0,1,2,15,37.0,0,1,0,5
39921,F00070001,1132,0,1,2,20,16.0,24,1,0,6
39922,F00070002,1132,0,1,2,20,16.0,28,2,0,6
39923,F00070003,1132,0,1,2,20,19.0,19,2,0,6
39924,F00070006,1132,0,1,2,20,31.0,8,2,0,6
39925,F00070008,1132,0,1,2,20,33.0,11,1,0,6
39926,F00070010,1132,0,1,2,20,,1,2,0,6
39927,F00070011,1132,0,1,2,20,40.0,4,3,0,6
39928,F00070015,1132,0,1,2,25,31.0,13,1,0,6
39929,F00070017,1132,0,1,2,30,17.0,25,2,0,6
39930,F00070019,1132,0,1,2,30,,8,2,0,6
39931,F00070021,1132,0,1,2,30,34.0,3,2,0,6
39932,F00070024,1132,0,1,2,35,24.0,19,1,0,6
39933,F00070027,1132,0,1,2,40,15.0,22,1,0,6
39934,F00070028,1132,0,1,2,40,23.0,10,1,0,6
39935,F00070030,1132,0,1,2,40,30.0,9,1,0,6
39936,F00070031,1132,0,1,2,40,30.0,16,1,0,6
39937,F00070034,1132,0,1,2,40,40.0,5,3,0,6
39938,F00070036,1132,0,1,2,70,36.0,2,1,0,6
39939,F00070038,1132,0,1,2,70,42.0,1,2,0,6
39940,F00070040,1132,0,1,2,55,40.0,4,3,1,7
39941,F00070041,1132,0,1,2,20,26.0,13,3,1,7
39942,F00070044,1212,0,1,2,10,10.0,27,3,0,6
39943,F00070045,1212,0,1,2,10,13.0,29,3,0,6
39944,F00070048,1212,0,1,2,5,,27,1,0,6
39945,F00070050,1212,0,1,2,5,19.0,19,2,0,6
39946,F00070056,1212,0,1,2,10,30.0,13,1,0,6
39947,F00070057,1212,0,1,2,10,36.0,2,2,0,6
39948,F00070059,1212,0,1,2,15,5.0,29,2,0,6
39949,F00070060,1212,0,1,2,15,,20,2,0,6
39950,F00070061,1212,0,1,2,15,18.0,20,1,0,6
39951,F00070062,1212,0,1,2,15,25.0,10,2,0,6
39952,F00070064,1212,0,1,2,20,7.0,29,2,0,6
39953,F00070066,1212,0,1,2,20,14.0,0,2,0,5
39954,F00070067,1212,0,1,2,20,,21,1,0,6
39955,F00070069,1212,0,1,2,20,16.0,12,2,0,6
39956,F00070071,1212,0,1,2,20,22.0,23,2,0,6
39957,F00070072,1212,0,1,2,20,25.0,4,2,0,6
39958,F00070074,1212,0,1,2,20,34.0,5,2,0,6
39959,F00070075,1212,0,1,2,20,44.0,3,3,0,6
39960,F00070077,1212,0,1,2,25,23.0,19,3,0,6
39961,F00070078,1212,0,1,2,25,25.0,21,1,0,6
39962,F00070082,1212,0,1,2,30,23.0,20,1,0,6
39963,F00070085,1212,0,1,2,30,32.0,8,3,0,6
39964,F00070086,1212,0,1,2,30,33.0,13,2,0,6
39965,F00070088,1212,0,1,2,35,12.0,24,3,0,6
39966,F00070089,1212,0,1,2,35,18.0,22,1,0,6
39967,F00070090,1212,0,1,2,35,37.0,2,1,0,6
39968,F00070091,1212,0,1,2,40,,12,1,0,6
39969,F00070092,1212,0,1,2,40,20.0,21,3,0,6
39970,F00070094,1212,0,1,2,40,32.0,13,2,0,6
39971,F00070095,1212,0,1,2,40,,1,1,0,6
39972,F00070097,1212,0,1,2,50,27.0,15,2,0,6
39973,F00070098,1212,0,1,2,50,29.0,12,2,0,6
39974,F00070099,1212,0,1,2,50,35.0,4,2,0,6
39975,F00070100,1212,0,1,2,60,20.0,19,2,0,6
39976,F00070102,1212,0,1,2,65,23.0,6,1,0,6
39977,F00070103,1212,0,1,2,95,,21,3,0,6
39978,F00070105,1212,0,1,2,60,30.0,13,2,1,7
39979,F00070106,1212,0,1,2,20,29.0,20,2,1,7
39980,F00070108,1212,0,1,2,40,30.0,4,1,1,7
39981,F00070109,1212,0,1,2,50,42.0,1,1,1,7
39982,F00070110,1296,0,1,2,5,20.0,10,2,0,6
39983,F00070111,1296,0,1,2,10,12.0,27,3,0,6
39984,F00070114,1296,0,1,2,10,19.0,19,3,0,6
39985,F00070116,1297,0,1,2,10,29.0,6,1,0,6
39986,F00070120,1297,0,1,2,20,16.0,27,2,0,6
39987,F00070122,1296,0,1,2,20,30.0,12,1,0,6
39988,F00070123,1296,0,1,2,20,31.0,11,2,0,6
39989,F00070124,1297,0,1,2,20,32.0,12,2,0,6
39990,F00070125,1297,0,1,2,20,,0,2,0,5
39991,F00070127,1296,0,1,2,20,43.0,1,2,0,6
39992,F00070128,1296,0,1,2,20,50.0,0,2,0,5
39993,F00070129,1297,0,1,2,25,,16,1,0,6
39994,F00070131,1296,0,1,2,25,37.0,3,2,0,6
39995,F00070133,1296,0,1,2,30,10.0,28,1,0,6
39996,F00070134,1296,0,1,2,30,18.0,23,3,0,6
39997,F00070136,1296,0,1,2,30,25.0,16,3,0,6
39998,F00070137,1297,0,1,2,30,38.0,0,2,0,5
39999,F00070138,1296,0,1,2,30,38.0,6,2,0,6
40000,F00070139,1296,0,1,2,30,41.0,10,1,0,6
40001,F00070140,1297,0,1,2,30,,7,2,0,6
40002,F00070141,1296,0,1,2,35,34.0,10,3,0,6
40003,F00070142,1297,0,1,2,40,8.0,18,1,0,6
40004,F00070144,1297,0,1,2,40,15.0,28,3,0,6
40005,F00070145,1296,0,1,2,40,19.0,18,2,0,6
40006,F00070147,1297,0,1,2,40,28.0,12,1,0,6
40007,F00070152,1296,0,1,2,50,12.0,18,1,0,6
40008,F00070157,1296,0,1,2,80,,22,2,0,6
40009,F00070162,1296,0,1,2,25,35.0,7,2,1,7
40010,F00070163,1296,0,1,2,60,,20,2,1,7
40011,F00070164,1296,0,1,2,25,,20,2,1,7
40012,F00070165,1385,0,1,2,25,34.0,13,2,0,6
40013,F00070167,1385,0,1,2,5,5.0,31,1,0,6
40014,F00070168,1385,0,1,2,5,9.0,31,2,0,6
40015,F00070172,1385,0,1,2,10,10.0,30,1,0,6
40016,F00070173,1385,0,1,2,10,15.0,21,2,0,6
40017,F00070175,1385,0,1,2,10,20.0,17,3,0,6
40018,F00070176,1385,0,1,2,10,21.0,29,2,0,6
40019,F00070177,1385,0,1,2,10,22.0,20,3,0,6
40020,F00070179,1385,0,1,2,10,29.0,14,1,0,6
40021,F00070180,1385,0,1,2,10,34.0,3,1,0,6
40022,F00070181,1385,0,1,2,10,35.0,10,1,0,6
40023,F00070182,1385,0,1,2,10,43.0,1,1,0,6
40024,F00070183,1385,0,1,2,15,9.0,30,1,0,6
40025,F00070184,1385,0,1,2,15,14.0,31,1,0,6
40026,F00070187,1385,0,1,2,15,29.0,16,1,0,6
40027,F00070188,1385,0,1,2,15,30.0,0,2,0,5
40028,F00070189,1385,0,1,2,15,30.0,15,1,0,6
40029,F00070190,1385,0,1,2,15,38.0,0,2,0,5
40030,F00070191,1385,0,1,2,20,7.0,30,1,0,6
40031,F00070192,1385,0,1,2,20,12.0,30,2,0,6
40032,F00070193,1385,0,1,2,20,14.0,27,1,0,6
40033,F00070195,1385,0,1,2,20,,17,2,0,6
40034,F00070196,1385,0,1,2,20,23.0,11,1,0,6
40035,F00070197,1385,0,1,2,20,29.0,10,2,0,6
40036,F00070198,1385,0,1,2,20,31.0,10,2,0,6
40037,F00070199,1385,0,1,2,20,36.0,8,1,0,6
40038,F00070201,1385,0,1,2,20,43.0,4,2,0,6
40039,F00070202,1385,0,1,2,25,24.0,17,1,0,6
40040,F00070203,1385,0,1,2,25,25.0,11,3,0,6
40041,F00070204,1385,0,1,2,25,26.0,4,1,0,6
40042,F00070205,1385,0,1,2,25,,6,2,0,6
40043,F00070206,1385,0,1,2,25,37.0,9,1,0,6
40044,F00070207,1385,0,1,2,30,,24,1,0,6
40045,F00070210,1385,0,1,2,30,27.0,16,2,0,6
40046,F00070211,1385,0,1,2,30,,1,3,0,6
40047,F00070212,1385,0,1,2,30,40.0,9,2,0,6
40048,F00070213,1385,0,1,2,40,16.0,28,2,0,6
40049,F00070216,1385,0,1,2,40,18.0,30,2,0,6
40050,F00070220,1385,0,1,2,40,36.0,4,1,0,6
40051,F00070221,1385,0,1,2,50,26.0,23,2,0,6
40052,F00070222,1385,0,1,2,50,46.0,1,3,0,6
40053,F00070227,1385,0,1,2,20,,11,2,1,7
40054,F00070229,1478,0,1,2,5,5.0,22,3,0,6
40055,F00070230,1478,0,1,2,5,35.0,9,2,0,6
40056,F00070232,1478,0,1,2,10,5.0,22,3,0,6
40057,F00070234,1478,0,1,2,10,27.0,5,1,0,6
40058,F00070235,1478,0,1,2,15,15.0,12,2,0,6
40059,F00070236,1478,0,1,2,15,16.0,30,3,0,6
40060,F00070238,1478,0,1,2,15,30.0,14,2,0,6
40061,F00070240,1478,0,1,2,20,7.0,27,2,0,6
40062,F00070241,1478,0,1,2,20,14.0,24,1,0,6
40063,F00070242,1478,0,1,2,20,14.0,27,3,0,6
40064,F00070243,1478,0,1,2,20,16.0,26,1,0,6
40065,F00070244,1478,0,1,2,20,23.0,25,1,0,6
40066,F00070245,1478,0,1,2,20,29.0,14,1,0,6
40067,F00070246,1478,0,1,2,20,30.0,15,2,0,6
40068,F00070249,1478,0,1,2,20,49.0,2,2,0,6
40069,F00070251,1478,0,1,2,30,17.0,20,3,0,6
40070,F00070254,1478,0,1,2,30,30.0,20,2,0,6
40071,F00070255,1478,0,1,2,30,34.0,12,2,0,6
40072,F00070257,1478,0,1,2,35,20.0,19,2,0,6
